27,529,Sindhudurg,4281,Sawantwadi,566916,Madura,"Madura,Sawantwadi,Sindhudurg,Maharashtra,India"
27,529,Sindhudurg,4281,Sawantwadi,566916,Madura,"Madura,Sawantwadi,Sindhudurg,Maharashtra,India"
