STCode,DTCode,DTName,SDTCode,SDTName,TVCode,Name,Address
29,556,Bagalkot ,5446,Badami,598670,Injanawari,"Injanawari,Badami,Bagalkot,Karnataka,India"
29,559,Raichur,5459,Lingsugur ,600481,Anwari,"Anwari,Lingsugur,Raichur,Karnataka,India"
