"STCode","DTCode","DTName","SDTCode","SDTName","TVCode","Name"
"03","035","Gurdaspur","00201","Pathankot","027405","Kamwal (363)"
"03","035","Gurdaspur","00201","Pathankot","027406","Khala (362)"
"03","035","Gurdaspur","00201","Pathankot","027407","Sadhauri (361)"
"03","035","Gurdaspur","00201","Pathankot","027408","Madhopur(358)"
"03","035","Gurdaspur","00201","Pathankot","027409","Madhopur Chhauni (359)"
"03","035","Gurdaspur","00201","Pathankot","027410","Gurah Khurd (360)"
"03","035","Gurdaspur","00201","Pathankot","027411","Ranipur (356)"
"03","035","Gurdaspur","00201","Pathankot","027412","Mutfaroa (355)"
"03","035","Gurdaspur","00201","Pathankot","027413","Jhanjeli (354)"
"03","035","Gurdaspur","00201","Pathankot","027414","Dadwan (370)"
"03","035","Gurdaspur","00201","Pathankot","027415","Baroi (369)"
"03","035","Gurdaspur","00201","Pathankot","027416","Jindrai (368)"
"03","035","Gurdaspur","00201","Pathankot","027417","Jungath (371)"
"03","035","Gurdaspur","00201","Pathankot","027418","Nagrota (372)"
"03","035","Gurdaspur","00201","Pathankot","027419","Kother (375)"
"03","035","Gurdaspur","00201","Pathankot","027420","Karoli (374)"
"03","035","Gurdaspur","00201","Pathankot","027421","Gagroli(373)"
"03","035","Gurdaspur","00201","Pathankot","027422","Turehti (393)"
"03","035","Gurdaspur","00201","Pathankot","027423","Haryal(392)"
"03","035","Gurdaspur","00201","Pathankot","027424","Baghar (391)"
"03","035","Gurdaspur","00201","Pathankot","027425","Jandwal (383)"
"03","035","Gurdaspur","00201","Pathankot","027426","Tahra (382)"
"03","035","Gurdaspur","00201","Pathankot","027427","Chatwal (381)"
"03","035","Gurdaspur","00201","Pathankot","027428","Barsun (380)"
"03","035","Gurdaspur","00201","Pathankot","027429","Sangher (379)"
"03","035","Gurdaspur","00201","Pathankot","027430","Jharoli (387)"
"03","035","Gurdaspur","00201","Pathankot","027431","Halahar (386)"
"03","035","Gurdaspur","00201","Pathankot","027432","Kalarwan (384)"
"03","035","Gurdaspur","00201","Pathankot","027433","Jakral (385)"
"03","035","Gurdaspur","00201","Pathankot","027434","Athotarwan(389)"
"03","035","Gurdaspur","00201","Pathankot","027435","Bhortarwan (388)"
"03","035","Gurdaspur","00201","Pathankot","027436","Phadial (377)"
"03","035","Gurdaspur","00201","Pathankot","027437","Siyonti (376)"
"03","035","Gurdaspur","00201","Pathankot","027438","Lamin (342) (Part)"
"03","035","Gurdaspur","00201","Pathankot","027439","Kairi (350)"
"03","035","Gurdaspur","00201","Pathankot","027440","Phangoli (351)"
"03","035","Gurdaspur","00201","Pathankot","027441","Chak Madho Singh (344)"
"03","035","Gurdaspur","00201","Pathankot","027442","Kingarian (337)"
"03","035","Gurdaspur","00201","Pathankot","027443","Gosainpur (345)"
"03","035","Gurdaspur","00201","Pathankot","027444","Kahanpur (349)"
"03","035","Gurdaspur","00201","Pathankot","027445","Paddian Lahri (346)"
"03","035","Gurdaspur","00201","Pathankot","027446","Chhotepur (347)"
"03","035","Gurdaspur","00201","Pathankot","027447","Gandran Lahri (348)"
"03","035","Gurdaspur","00201","Pathankot","027448","Nihalpur (353)"
"03","035","Gurdaspur","00201","Pathankot","027449","Bhanwal (227)"
"03","035","Gurdaspur","00201","Pathankot","027450","Bheri Bazurg (217)"
"03","035","Gurdaspur","00201","Pathankot","027451","Mirzapur (219)"
"03","035","Gurdaspur","00201","Pathankot","027452","Chhan (221)"
"03","035","Gurdaspur","00201","Pathankot","027453","Attapur (222)"
"03","035","Gurdaspur","00201","Pathankot","027454","Hajipur (220)"
"03","035","Gurdaspur","00201","Pathankot","027455","Ferozepur Kalan (224)"
"03","035","Gurdaspur","00201","Pathankot","027456","Bhol Chak (223)"
"03","035","Gurdaspur","00201","Pathankot","027457","Khadawar (225)"
"03","035","Gurdaspur","00201","Pathankot","027458","Azizpur Kalan (226)"
"03","035","Gurdaspur","00201","Pathankot","027459","Bhajurah (234)"
"03","035","Gurdaspur","00201","Pathankot","027460","Islampur (237)"
"03","035","Gurdaspur","00201","Pathankot","027461","Jhakhian Lahri (236)"
"03","035","Gurdaspur","00201","Pathankot","027462","Bahadar Lahri (239)"
"03","035","Gurdaspur","00201","Pathankot","027463","Bharoli Khurd (242)"
"03","035","Gurdaspur","00201","Pathankot","027464","Bharoli Kalan (243)"
"03","035","Gurdaspur","00201","Pathankot","027465","Dadwal (238)"
"03","035","Gurdaspur","00201","Pathankot","027466","Asa Bano (205)"
"03","035","Gurdaspur","00201","Pathankot","027467","Itti (233)"
"03","035","Gurdaspur","00201","Pathankot","027468","Sujanpur ( Rural ) (229)"
"03","035","Gurdaspur","00201","Pathankot","027469","Phool Piara (212)"
"03","035","Gurdaspur","00201","Pathankot","027470","Phaloura (213)"
"03","035","Gurdaspur","00201","Pathankot","027471","Shahar (218)"
"03","035","Gurdaspur","00201","Pathankot","027472","Bhadrali (216)"
"03","035","Gurdaspur","00201","Pathankot","027473","Basroop (215)"
"03","035","Gurdaspur","00201","Pathankot","027474","Jhandpur (210)"
"03","035","Gurdaspur","00201","Pathankot","027475","Lahri Samanchan (214)"
"03","035","Gurdaspur","00201","Pathankot","027476","Sherpur (208)"
"03","035","Gurdaspur","00201","Pathankot","027477","Kalesar (211)"
"03","035","Gurdaspur","00201","Pathankot","027478","Panjor (206)"
"03","035","Gurdaspur","00201","Pathankot","027479","Aima Mughlan (207)"
"03","035","Gurdaspur","00201","Pathankot","027480","Gatora (204)"
"03","035","Gurdaspur","00201","Pathankot","027481","Muradpur (203)"
"03","035","Gurdaspur","00201","Pathankot","027482","Bahlolpur (241)"
"03","035","Gurdaspur","00201","Pathankot","027483","Jamalpur (245)"
"03","035","Gurdaspur","00201","Pathankot","027484","Deriwala (246)"
"03","035","Gurdaspur","00201","Pathankot","027485","Lado Chak (329)"
"03","035","Gurdaspur","00201","Pathankot","027486","Sailli (332)"
"03","035","Gurdaspur","00201","Pathankot","027487","Aima Chahngan (324)"
"03","035","Gurdaspur","00201","Pathankot","027488","Darsopur (325)"
"03","035","Gurdaspur","00201","Pathankot","027489","Tajpur (328)"
"03","035","Gurdaspur","00201","Pathankot","027490","Beli Akalian (326)"
"03","035","Gurdaspur","00201","Pathankot","027491","Maira Mahantan (327)"
"03","035","Gurdaspur","00201","Pathankot","027492","Naushenra Nalbandan (319)"
"03","035","Gurdaspur","00201","Pathankot","027493","Lahri (318)"
"03","035","Gurdaspur","00201","Pathankot","027494","Simbli Gujjran (313)"
"03","035","Gurdaspur","00201","Pathankot","027495","Talwara Jattan (312)"
"03","035","Gurdaspur","00201","Pathankot","027496","Beli Chahngan (309)"
"03","035","Gurdaspur","00201","Pathankot","027497","Nangal Bhor (310)"
"03","035","Gurdaspur","00201","Pathankot","027498","Bhor (308)"
"03","035","Gurdaspur","00201","Pathankot","027499","Chak Bhatian (307)"
"03","035","Gurdaspur","00201","Pathankot","027500","Phulra (306)"
"03","035","Gurdaspur","00201","Pathankot","027501","Chak Manhasan (303)"
"03","035","Gurdaspur","00201","Pathankot","027502","Ghebe (305)"
"03","035","Gurdaspur","00201","Pathankot","027503","Jindri (304)"
"03","035","Gurdaspur","00201","Pathankot","027504","Ghiala (300)"
"03","035","Gurdaspur","00201","Pathankot","027505","Chak Narainian (302)"
"03","035","Gurdaspur","00201","Pathankot","027506","Chak Bharain (301)"
"03","035","Gurdaspur","00201","Pathankot","027507","Anehar (293)"
"03","035","Gurdaspur","00201","Pathankot","027508","Andoi (292)"
"03","035","Gurdaspur","00201","Pathankot","027509","Lahri Brahmanan (294)"
"03","035","Gurdaspur","00201","Pathankot","027510","Barwan (299)"
"03","035","Gurdaspur","00201","Pathankot","027511","Talwara Gujjran (311)"
"03","035","Gurdaspur","00201","Pathankot","027512","Kaunterpur (298)"
"03","035","Gurdaspur","00201","Pathankot","027513","Napwal (297)"
"03","035","Gurdaspur","00201","Pathankot","027514","Chak Chimna (296)"
"03","035","Gurdaspur","00201","Pathankot","027515","Gurah Kalan (291)"
"03","035","Gurdaspur","00201","Pathankot","027516","Mirthal (288)"
"03","035","Gurdaspur","00201","Pathankot","027517","Abadgarh (287)"
"03","035","Gurdaspur","00201","Pathankot","027518","Bela Mastgarh (421)"
"03","035","Gurdaspur","00201","Pathankot","027519","Khokhar (286)"
"03","035","Gurdaspur","00201","Pathankot","027520","Dhaki Nimmon (285)"
"03","035","Gurdaspur","00201","Pathankot","027521","Nalunga (289)"
"03","035","Gurdaspur","00201","Pathankot","027522","Ghandran (290)"
"03","035","Gurdaspur","00201","Pathankot","027523","Dhaki Shada (295)"
"03","035","Gurdaspur","00201","Pathankot","027524","Gharota Khurd (284)"
"03","035","Gurdaspur","00201","Pathankot","027525","Gharota Kalan (278)"
"03","035","Gurdaspur","00201","Pathankot","027526","Garhmal (279)"
"03","035","Gurdaspur","00201","Pathankot","027527","Nala (280)"
"03","035","Gurdaspur","00201","Pathankot","027528","Pawar (283)"
"03","035","Gurdaspur","00201","Pathankot","027529","Naurangpur (282)"
"03","035","Gurdaspur","00201","Pathankot","027530","Chhawla (281)"
"03","035","Gurdaspur","00201","Pathankot","027531","Azizpur Khurd (314)"
"03","035","Gurdaspur","00201","Pathankot","027532","Jhaluia (316)"
"03","035","Gurdaspur","00201","Pathankot","027533","Najo Chak (317)"
"03","035","Gurdaspur","00201","Pathankot","027534","Farida Nagar (258)"
"03","035","Gurdaspur","00201","Pathankot","027535","Mirzapur (320)"
"03","035","Gurdaspur","00201","Pathankot","027536","Bias Lahri (321)"
"03","035","Gurdaspur","00201","Pathankot","027537","Panjupur (323)"
"03","035","Gurdaspur","00201","Pathankot","027538","Fatehgarh (322)"
"03","035","Gurdaspur","00201","Pathankot","027539","Chhani Maqimpur(257)"
"03","035","Gurdaspur","00201","Pathankot","027540","Gulpur (248)"
"03","035","Gurdaspur","00201","Pathankot","027541","Nahar Ke Bir (247)"
"03","035","Gurdaspur","00201","Pathankot","027542","Chak Paswala(250)"
"03","035","Gurdaspur","00201","Pathankot","027543","Aima Gujjran (251)"
"03","035","Gurdaspur","00201","Pathankot","027544","Jaswan Lahri (253)"
"03","035","Gurdaspur","00201","Pathankot","027545","Raj Parura (252)"
"03","035","Gurdaspur","00201","Pathankot","027546","Khoba (200)"
"03","035","Gurdaspur","00201","Pathankot","027547","Barath (199)"
"03","035","Gurdaspur","00201","Pathankot","027548","Lehri Bawian (198) "
"03","035","Gurdaspur","00201","Pathankot","027549","Jakhbar(202)"
"03","035","Gurdaspur","00201","Pathankot","027550","Sundar Chak (197)"
"03","035","Gurdaspur","00201","Pathankot","027551","Bani Lodhi (209)"
"03","035","Gurdaspur","00201","Pathankot","027552","Chakral (89)"
"03","035","Gurdaspur","00201","Pathankot","027553","Lahri Mahantan (90)"
"03","035","Gurdaspur","00201","Pathankot","027554","Chak Sundar (91)"
"03","035","Gurdaspur","00201","Pathankot","027555","Bhagwansar (196)"
"03","035","Gurdaspur","00201","Pathankot","027556","Chak Bhagwansar (92)"
"03","035","Gurdaspur","00201","Pathankot","027557","Chak Bhoia (94)"
"03","035","Gurdaspur","00201","Pathankot","027558","Bhoa (195)"
"03","035","Gurdaspur","00201","Pathankot","027559","Targarh (193)"
"03","035","Gurdaspur","00201","Pathankot","027560","Gobindsar (192)"
"03","035","Gurdaspur","00201","Pathankot","027561","Kotli Mughlan (254)"
"03","035","Gurdaspur","00201","Pathankot","027562","Pathan Chak (189)"
"03","035","Gurdaspur","00201","Pathankot","027563","Balsua (190)"
"03","035","Gurdaspur","00201","Pathankot","027564","Phangarian (191)"
"03","035","Gurdaspur","00201","Pathankot","027565","Sokalgarh (255)"
"03","035","Gurdaspur","00201","Pathankot","027566","Samrala (249)"
"03","035","Gurdaspur","00201","Pathankot","027567","Simbli (256)"
"03","035","Gurdaspur","00201","Pathankot","027568","Kataru Chak (259)"
"03","035","Gurdaspur","00201","Pathankot","027569","Papial (315)"
"03","035","Gurdaspur","00201","Pathankot","027570","Jakrawar (261)"
"03","035","Gurdaspur","00201","Pathankot","027571","Chashma (260)"
"03","035","Gurdaspur","00201","Pathankot","027572","BassiAfghana (262)"
"03","035","Gurdaspur","00201","Pathankot","027573","Gujrat (264)"
"03","035","Gurdaspur","00201","Pathankot","027574","Bagial (265)"
"03","035","Gurdaspur","00201","Pathankot","027575","Mamial (266)"
"03","035","Gurdaspur","00201","Pathankot","027576","Bhimpur (267)"
"03","035","Gurdaspur","00201","Pathankot","027577","Khani Khui (268)"
"03","035","Gurdaspur","00201","Pathankot","027578","Wadala (269)"
"03","035","Gurdaspur","00201","Pathankot","027579","Bahladpur (263)"
"03","035","Gurdaspur","00201","Pathankot","027580","Haibo (271)"
"03","035","Gurdaspur","00201","Pathankot","027581","Milwan (270)"
"03","035","Gurdaspur","00201","Pathankot","027582","Chuhan (277)"
"03","035","Gurdaspur","00201","Pathankot","027583","Jangal (276)"
"03","035","Gurdaspur","00201","Pathankot","027584","Bhawani (274)"
"03","035","Gurdaspur","00201","Pathankot","027585","Kunda (273)"
"03","035","Gurdaspur","00201","Pathankot","027586","Ferozepur Khurd (272) "
"03","035","Gurdaspur","00201","Pathankot","027587","Saidowal (165)"
"03","035","Gurdaspur","00201","Pathankot","027588","Shahidpur (166)"
"03","035","Gurdaspur","00201","Pathankot","027589","Namala (164)"
"03","035","Gurdaspur","00201","Pathankot","027590","ChhaniTola (275)"
"03","035","Gurdaspur","00201","Pathankot","027591","Mari (162)"
"03","035","Gurdaspur","00201","Pathankot","027592","Dalla Balim (161)"
"03","035","Gurdaspur","00201","Pathankot","027593","Parmanand(163)"
"03","035","Gurdaspur","00201","Pathankot","027594","LahriSarmon (168)"
"03","035","Gurdaspur","00201","Pathankot","027595","Najowal (170)"
"03","035","Gurdaspur","00201","Pathankot","027596","Kanwan (167)"
"03","035","Gurdaspur","00201","Pathankot","027597","Ladpalwan (178)"
"03","035","Gurdaspur","00201","Pathankot","027598","Dibku (179)"
"03","035","Gurdaspur","00201","Pathankot","027599","Jhako Lahri (181)"
"03","035","Gurdaspur","00201","Pathankot","027600","Dhalorian (180)"
"03","035","Gurdaspur","00201","Pathankot","027601","Dhobra (182)"
"03","035","Gurdaspur","00201","Pathankot","027602","Jagatpur (177)"
"03","035","Gurdaspur","00201","Pathankot","027603","Gurdaspur Bhaian (176)"
"03","035","Gurdaspur","00201","Pathankot","027604","Lahri (183)"
"03","035","Gurdaspur","00201","Pathankot","027605","Bharial (184)"
"03","035","Gurdaspur","00201","Pathankot","027606","Gotran Lahri (188)"
"03","035","Gurdaspur","00201","Pathankot","027607","Naushehra (187)"
"03","035","Gurdaspur","00201","Pathankot","027608","Sultanpur (194)"
"03","035","Gurdaspur","00201","Pathankot","027609","Sohaura Khurd (96)"
"03","035","Gurdaspur","00201","Pathankot","027610","Nangal(95) "
"03","035","Gurdaspur","00201","Pathankot","027611","Sharif Chak (93) "
"03","035","Gurdaspur","00201","Pathankot","027612","Kiri Khurd(88)"
"03","035","Gurdaspur","00201","Pathankot","027613","Maira Kalan (87)"
"03","035","Gurdaspur","00201","Pathankot","027614","Jhumber TarfNarot (86)"
"03","035","Gurdaspur","00201","Pathankot","027615","Chak Hari Rai (85)"
"03","035","Gurdaspur","00201","Pathankot","027616","Gugran (84)"
"03","035","Gurdaspur","00201","Pathankot","027617","Malharwan (81)"
"03","035","Gurdaspur","00201","Pathankot","027618","Naroli (82)"
"03","035","Gurdaspur","00201","Pathankot","027619","Kharkhara Thuthowala (83)"
"03","035","Gurdaspur","00201","Pathankot","027620","Taloor (22)"
"03","035","Gurdaspur","00201","Pathankot","027621","Man Singhpur (23)"
"03","035","Gurdaspur","00201","Pathankot","027622","Kharkhara Tarf Narot (80)"
"03","035","Gurdaspur","00201","Pathankot","027623","Siyonti Tarf Narot (78)"
"03","035","Gurdaspur","00201","Pathankot","027624","Jaswan (77)"
"03","035","Gurdaspur","00201","Pathankot","027625","Mangial (76)"
"03","035","Gurdaspur","00201","Pathankot","027626","Malpur (75)"
"03","035","Gurdaspur","00201","Pathankot","027627","Katani (74)"
"03","035","Gurdaspur","00201","Pathankot","027628","Sohaura Kalan (97)"
"03","035","Gurdaspur","00201","Pathankot","027629","Khush Nagar (98)"
"03","035","Gurdaspur","00201","Pathankot","027630","Chhani (186)"
"03","035","Gurdaspur","00201","Pathankot","027631","Akhrota (185)"
"03","035","Gurdaspur","00201","Pathankot","027632","Man Mangal (100)"
"03","035","Gurdaspur","00201","Pathankot","027633","Sharaf Chak (101)"
"03","035","Gurdaspur","00201","Pathankot","027634","Baironpur(102)"
"03","035","Gurdaspur","00201","Pathankot","027635","Nangal Farida(103)"
"03","035","Gurdaspur","00201","Pathankot","027636","Salowal (157)"
"03","035","Gurdaspur","00201","Pathankot","027637","Malkana (174)"
"03","035","Gurdaspur","00201","Pathankot","027638","Hayati Chak(173)"
"03","035","Gurdaspur","00201","Pathankot","027639","Sherpur Giddarpur (175)"
"03","035","Gurdaspur","00201","Pathankot","027640","Danour (172)"
"03","035","Gurdaspur","00201","Pathankot","027641","Lahri Gujran (171)"
"03","035","Gurdaspur","00201","Pathankot","027642","Thakarpur (169)"
"03","035","Gurdaspur","00201","Pathankot","027643","Tango Shah (158)"
"03","035","Gurdaspur","00201","Pathankot","027644","Alikhan (159)"
"03","035","Gurdaspur","00201","Pathankot","027645","Paharo Chak (160)"
"03","035","Gurdaspur","00201","Pathankot","027646","Dholowal (154)"
"03","035","Gurdaspur","00201","Pathankot","027647","Bahdo Chak (153)"
"03","035","Gurdaspur","00201","Pathankot","027648","Madarpur (152)"
"03","035","Gurdaspur","00201","Pathankot","027649","Khiyala (151)"
"03","035","Gurdaspur","00201","Pathankot","027650","Saidipur (155)"
"03","035","Gurdaspur","00201","Pathankot","027651","Rahimpur (156)"
"03","035","Gurdaspur","00201","Pathankot","027652","Pakho Chak (148)"
"03","035","Gurdaspur","00201","Pathankot","027653","Mahi-Ul-Dinpur (150)"
"03","035","Gurdaspur","00201","Pathankot","027654","JaniChak (149)"
"03","035","Gurdaspur","00201","Pathankot","027655","Begowal (147)"
"03","035","Gurdaspur","00201","Pathankot","027656","Taragarh (146)"
"03","035","Gurdaspur","00201","Pathankot","027657","Bhatoia (106)"
"03","035","Gurdaspur","00201","Pathankot","027658","Rattangarh (105)"
"03","035","Gurdaspur","00201","Pathankot","027659","Darsopur (107) "
"03","035","Gurdaspur","00201","Pathankot","027660","Jhela Amda Gurdaspur (104) "
"03","035","Gurdaspur","00201","Pathankot","027661","Jhela Amda Shakargarh (99) "
"03","035","Gurdaspur","00201","Pathankot","027662","Chak Sahu (64)"
"03","035","Gurdaspur","00201","Pathankot","027663","Sahu Chak(109)"
"03","035","Gurdaspur","00201","Pathankot","027664","Gidri (110)"
"03","035","Gurdaspur","00201","Pathankot","027665","Chhaurian (63)"
"03","035","Gurdaspur","00201","Pathankot","027666","Datyal (62)"
"03","035","Gurdaspur","00201","Pathankot","027667","Raipur (65)"
"03","035","Gurdaspur","00201","Pathankot","027668","Gol (61)"
"03","035","Gurdaspur","00201","Pathankot","027669","Barkat (66)"
"03","035","Gurdaspur","00201","Pathankot","027670","Kathlaur (73)"
"03","035","Gurdaspur","00201","Pathankot","027671","Polla (69)"
"03","035","Gurdaspur","00201","Pathankot","027672","Bahadurpur (72)"
"03","035","Gurdaspur","00201","Pathankot","027673","Udipur Aima (71)"
"03","035","Gurdaspur","00201","Pathankot","027674","Dalpat Tarf Narot (79)"
"03","035","Gurdaspur","00201","Pathankot","027675","Chak Man Singhpur(27)"
"03","035","Gurdaspur","00201","Pathankot","027676","Bhagwanpur (24)"
"03","035","Gurdaspur","00201","Pathankot","027677","Fatehpur (21)"
"03","035","Gurdaspur","00201","Pathankot","027678","Alyal (25)"
"03","035","Gurdaspur","00201","Pathankot","027679","Antor (26)"
"03","035","Gurdaspur","00201","Pathankot","027680","Aima Saidan (19)"
"03","035","Gurdaspur","00201","Pathankot","027681","Mastpur (20) "
"03","035","Gurdaspur","00201","Pathankot","027682","Janial (17) "
"03","035","Gurdaspur","00201","Pathankot","027683","Chak Amir (18) "
"03","035","Gurdaspur","00201","Pathankot","027684","Samrala (15) "
"03","035","Gurdaspur","00201","Pathankot","027685","Bhakhri (16) "
"03","035","Gurdaspur","00201","Pathankot","027686","Sarota (34) "
"03","035","Gurdaspur","00201","Pathankot","027687","KotBhattian (14)"
"03","035","Gurdaspur","00201","Pathankot","027688","Balotar (11)"
"03","035","Gurdaspur","00201","Pathankot","027689","Dulo Bhalial (12)"
"03","035","Gurdaspur","00201","Pathankot","027690","Gohla (13)"
"03","035","Gurdaspur","00201","Pathankot","027691","Palah (1)"
"03","035","Gurdaspur","00201","Pathankot","027692","Dhalatar (2)"
"03","035","Gurdaspur","00201","Pathankot","027693","Bhupalpur (3)"
"03","035","Gurdaspur","00201","Pathankot","027694","KotliJawahar (4)"
"03","035","Gurdaspur","00201","Pathankot","027695","Dhinda (6)"
"03","035","Gurdaspur","00201","Pathankot","027696","Sakol (7)"
"03","035","Gurdaspur","00201","Pathankot","027697","KhojkiChak (5)"
"03","035","Gurdaspur","00201","Pathankot","027698","Simbal (8)"
"03","035","Gurdaspur","00201","Pathankot","027699","Danwal(9)"
"03","035","Gurdaspur","00201","Pathankot","027700","Dostpur (10)"
"03","035","Gurdaspur","00201","Pathankot","027701","PindiParolian (35)"
"03","035","Gurdaspur","00201","Pathankot","027702","Bamyal (37)"
"03","035","Gurdaspur","00201","Pathankot","027703","ManwalMangwal (31)"
"03","035","Gurdaspur","00201","Pathankot","027704","Muthi (33)"
"03","035","Gurdaspur","00201","Pathankot","027705","Ratarwan(32)"
"03","035","Gurdaspur","00201","Pathankot","027706","Mirzapur (28)"
"03","035","Gurdaspur","00201","Pathankot","027707","Ram Kalwan (30)"
"03","035","Gurdaspur","00201","Pathankot","027708","Fatto Chak (29)"
"03","035","Gurdaspur","00201","Pathankot","027709","Kilpur (70)"
"03","035","Gurdaspur","00201","Pathankot","027710","Ghazi Barwan (40)"
"03","035","Gurdaspur","00201","Pathankot","027711","Anyal (36)"
"03","035","Gurdaspur","00201","Pathankot","027712","Adam Barwan (39)"
"03","035","Gurdaspur","00201","Pathankot","027713","Kanshi Barwan (38)"
"03","035","Gurdaspur","00201","Pathankot","027714","Khudaipur (47)"
"03","035","Gurdaspur","00201","Pathankot","027715","Jaitpur (48)"
"03","035","Gurdaspur","00201","Pathankot","027716","Hamza (49)"
"03","035","Gurdaspur","00201","Pathankot","027717","Madho Jainpur (46)"
"03","035","Gurdaspur","00201","Pathankot","027718","Bhagwal (44)"
"03","035","Gurdaspur","00201","Pathankot","027719","Basau Barwan (43)"
"03","035","Gurdaspur","00201","Pathankot","027720","Jainpur (42)"
"03","035","Gurdaspur","00201","Pathankot","027721","Kathana (41)"
"03","035","Gurdaspur","00201","Pathankot","027722","Charak (68)"
"03","035","Gurdaspur","00201","Pathankot","027723","Kolian (67)"
"03","035","Gurdaspur","00201","Pathankot","027724","Muradpur (53)"
"03","035","Gurdaspur","00201","Pathankot","027725","Datyal (52)"
"03","035","Gurdaspur","00201","Pathankot","027726","SheikhupurMajiri(51)"
"03","035","Gurdaspur","00201","Pathankot","027727","Pharwal 45)"
"03","035","Gurdaspur","00201","Pathankot","027728","Paharipur (50)"
"03","035","Gurdaspur","00201","Pathankot","027729","Bharmal Jattan (121)"
"03","035","Gurdaspur","00201","Pathankot","027730","Chhani Gujjran (130)"
"03","035","Gurdaspur","00201","Pathankot","027731","Makhanpur (120)"
"03","035","Gurdaspur","00201","Pathankot","027732","Bharyal Harchanda (117)"
"03","035","Gurdaspur","00201","Pathankot","027733","Akhwara (119)"
"03","035","Gurdaspur","00201","Pathankot","027734","Chak Akhawara (56)"
"03","035","Gurdaspur","00201","Pathankot","027735","Koshalian (118)"
"03","035","Gurdaspur","00201","Pathankot","027736","ChakKoshalian (57)"
"03","035","Gurdaspur","00201","Pathankot","027737","Sherpur (55)"
"03","035","Gurdaspur","00201","Pathankot","027738","Firoza (54)"
"03","035","Gurdaspur","00201","Pathankot","027739","Bhattian (59)"
"03","035","Gurdaspur","00201","Pathankot","027740","Shahpur Gopi (60)"
"03","035","Gurdaspur","00201","Pathankot","027741","Chak Gajju (58)"
"03","035","Gurdaspur","00201","Pathankot","027742","Gajju Jagir (113)"
"03","035","Gurdaspur","00201","Pathankot","027743","Gajju Khalsa (114)"
"03","035","Gurdaspur","00201","Pathankot","027744","Naurangpur (112)"
"03","035","Gurdaspur","00201","Pathankot","027745","Dalelpur (111)"
"03","035","Gurdaspur","00201","Pathankot","027746","Narainpur (108)"
"03","035","Gurdaspur","00201","Pathankot","027747","Baknaur (145)"
"03","035","Gurdaspur","00201","Pathankot","027748","Majra (137)"
"03","035","Gurdaspur","00201","Pathankot","027749","Ballawar (136)"
"03","035","Gurdaspur","00201","Pathankot","027750","Mukand Chak (139)"
"03","035","Gurdaspur","00201","Pathankot","027751","Raji (138)"
"03","035","Gurdaspur","00201","Pathankot","027752","Sheikhu Chak (143)"
"03","035","Gurdaspur","00201","Pathankot","027753","Gande Pindi (141)"
